"","ic","method","pval","null_l","tmt_l","unknown_param_fl","other_mechanical_param_fl","prescribed_fire_param_fl","wildfire_param_fl","thinning_param_fl","herbicide_param_fl","clearcut_param_fl","wildland_fire_param_fl","mastication_param_fl","unknown_param_or","other_mechanical_param_or","prescribed_fire_param_or","wildfire_param_or","thinning_param_or","herbicide_param_or","clearcut_param_or","wildland_fire_param_or","mastication_param_or","all_converge","valid_subset","failed_converge_names"
"63","4.8990256269843,0.499886615969469,1.73731872659343,0.000653937972683112","L-BFGS-B",0,-86101.8221161908,-87249.4472762983,"3.23473193956522,0.940903571854387,0.630119888431929,0.0491137680691009","4.78926786951245,0.96868273527495,0.649669376838131,0.0902070571932841","3.60737167573286,0.983659650231347,0.660100478055851,0.0426069853900069","2.94806015158474,0.974681624493676,0.659440755631778,0.0293941306965366","1.25517362562577,1.01660357658473,0.41121052091302,0.0193133189272196","3.48895613074684,0.866973421023431,0.927259792594662,0.052617872759882","3.99959028623747,0.967790179491512,0.712336912547369,0.00899935978548391","2.2136633524842,0.982127745390799,0.588118769076308,0.0115722790923171","1.7732643041444,0.535557108972795,1.04503934314133,0.0208324601576925","3.37181551739785,0.959710334887463,0.632526902756317,0.0478352207612961","2.82237426609418,1.01114085191453,0.432097712824071,0.0930331720835956","5.13230494095609,0.959323068609104,0.762083506593003,0.0584211349724632","2.53110739117556,0.990468687592387,0.587161465578069,0.0373272193727042","3.98954413960104,0.9368442393947,0.814479239625498,0.0252037081412745","2.43054763283257,0.944211975292811,0.395727021458088,0.0866402182908506","2.1568181269988,0.987422236383224,0.547473861782034,0.0214046992918436","2.701863827343,0.973293032050544,0.641664801847081,0.0345680567129216","2.35201325048837,0.685205093054289,0.742531686132045,0.0808487395037845",FALSE,TRUE,",Wildfire"
"64","3,0.7,1,7e-04","L-BFGS-B",0,-86106.1749969269,-87249.4472762983,"3.23473193956522,0.940903571854387,0.630119888431929,0.0491137680691009","4.78926786951245,0.96868273527495,0.649669376838131,0.0902070571932841","3.60737167573286,0.983659650231347,0.660100478055851,0.0426069853900069","2.94806015158474,0.974681624493676,0.659440755631778,0.0293941306965366","1.25517362562577,1.01660357658473,0.41121052091302,0.0193133189272196","3.48895613074684,0.866973421023431,0.927259792594662,0.052617872759882","3.99959028623747,0.967790179491512,0.712336912547369,0.00899935978548391","2.2136633524842,0.982127745390799,0.588118769076308,0.0115722790923171","1.7732643041444,0.535557108972795,1.04503934314133,0.0208324601576925","3.37181551739785,0.959710334887463,0.632526902756317,0.0478352207612961","2.82237426609418,1.01114085191453,0.432097712824071,0.0930331720835956","5.13230494095609,0.959323068609104,0.762083506593003,0.0584211349724632","2.53110739117556,0.990468687592387,0.587161465578069,0.0373272193727042","3.98954413960104,0.9368442393947,0.814479239625498,0.0252037081412745","2.43054763283257,0.944211975292811,0.395727021458088,0.0866402182908506","2.1568181269988,0.987422236383224,0.547473861782034,0.0214046992918436","2.701863827343,0.973293032050544,0.641664801847081,0.0345680567129216","2.35201325048837,0.685205093054289,0.742531686132045,0.0808487395037845",FALSE,TRUE,",Wildfire"
"65","3,0.7,1,7e-04","L-BFGS-B",0,-86106.1724566625,-87249.4472762983,"3.23473193956522,0.940903571854387,0.630119888431929,0.0491137680691009","4.78926786951245,0.96868273527495,0.649669376838131,0.0902070571932841","3.60737167573286,0.983659650231347,0.660100478055851,0.0426069853900069","2.94806015158474,0.974681624493676,0.659440755631778,0.0293941306965366","1.25517362562577,1.01660357658473,0.41121052091302,0.0193133189272196","3.48895613074684,0.866973421023431,0.927259792594662,0.052617872759882","3.99959028623747,0.967790179491512,0.712336912547369,0.00899935978548391","2.2136633524842,0.982127745390799,0.588118769076308,0.0115722790923171","1.7732643041444,0.535557108972795,1.04503934314133,0.0208324601576925","3.37181551739785,0.959710334887463,0.632526902756317,0.0478352207612961","2.82237426609418,1.01114085191453,0.432097712824071,0.0930331720835956","5.13230494095609,0.959323068609104,0.762083506593003,0.0584211349724632","2.53110739117556,0.990468687592387,0.587161465578069,0.0373272193727042","3.98954413960104,0.9368442393947,0.814479239625498,0.0252037081412745","2.43054763283257,0.944211975292811,0.395727021458088,0.0866402182908506","2.1568181269988,0.987422236383224,0.547473861782034,0.0214046992918436","2.701863827343,0.973293032050544,0.641664801847081,0.0345680567129216","2.35201325048837,0.685205093054289,0.742531686132045,0.0808487395037845",FALSE,TRUE,",Wildfire"
"66","3,0.7,1,7e-04","L-BFGS-B",0,-86101.8221161908,-87249.4472762983,"3.23473193956522,0.940903571854387,0.630119888431929,0.0491137680691009","4.78926786951245,0.96868273527495,0.649669376838131,0.0902070571932841","3.60737167573286,0.983659650231347,0.660100478055851,0.0426069853900069","2.94806015158474,0.974681624493676,0.659440755631778,0.0293941306965366","1.25517362562577,1.01660357658473,0.41121052091302,0.0193133189272196","3.48895613074684,0.866973421023431,0.927259792594662,0.052617872759882","3.99959028623747,0.967790179491512,0.712336912547369,0.00899935978548391","2.2136633524842,0.982127745390799,0.588118769076308,0.0115722790923171","1.7732643041444,0.535557108972795,1.04503934314133,0.0208324601576925","3.37181551739785,0.959710334887463,0.632526902756317,0.0478352207612961","2.82237426609418,1.01114085191453,0.432097712824071,0.0930331720835956","5.13230494095609,0.959323068609104,0.762083506593003,0.0584211349724632","2.53110739117556,0.990468687592387,0.587161465578069,0.0373272193727042","3.98954413960104,0.9368442393947,0.814479239625498,0.0252037081412745","2.43054763283257,0.944211975292811,0.395727021458088,0.0866402182908506","2.1568181269988,0.987422236383224,0.547473861782034,0.0214046992918436","2.701863827343,0.973293032050544,0.641664801847081,0.0345680567129216","2.35201325048837,0.685205093054289,0.742531686132045,0.0808487395037845",FALSE,TRUE,",Wildfire"
"67","2.5,0.8,0.9,0.001","L-BFGS-B",0,-86106.1749969269,-87249.4472762983,"3.23473193956522,0.940903571854387,0.630119888431929,0.0491137680691009","4.78926786951245,0.96868273527495,0.649669376838131,0.0902070571932841","3.60737167573286,0.983659650231347,0.660100478055851,0.0426069853900069","2.94806015158474,0.974681624493676,0.659440755631778,0.0293941306965366","1.25517362562577,1.01660357658473,0.41121052091302,0.0193133189272196","3.48895613074684,0.866973421023431,0.927259792594662,0.052617872759882","3.99959028623747,0.967790179491512,0.712336912547369,0.00899935978548391","2.2136633524842,0.982127745390799,0.588118769076308,0.0115722790923171","1.7732643041444,0.535557108972795,1.04503934314133,0.0208324601576925","3.37181551739785,0.959710334887463,0.632526902756317,0.0478352207612961","2.82237426609418,1.01114085191453,0.432097712824071,0.0930331720835956","5.13230494095609,0.959323068609104,0.762083506593003,0.0584211349724632","2.53110739117556,0.990468687592387,0.587161465578069,0.0373272193727042","3.98954413960104,0.9368442393947,0.814479239625498,0.0252037081412745","2.43054763283257,0.944211975292811,0.395727021458088,0.0866402182908506","2.1568181269988,0.987422236383224,0.547473861782034,0.0214046992918436","2.701863827343,0.973293032050544,0.641664801847081,0.0345680567129216","2.35201325048837,0.685205093054289,0.742531686132045,0.0808487395037845",FALSE,TRUE,",Wildfire"
"68","2.5,0.8,0.9,0.001","L-BFGS-B",0,-86106.1724566625,-87249.4472762983,"3.23473193956522,0.940903571854387,0.630119888431929,0.0491137680691009","4.78926786951245,0.96868273527495,0.649669376838131,0.0902070571932841","3.60737167573286,0.983659650231347,0.660100478055851,0.0426069853900069","2.94806015158474,0.974681624493676,0.659440755631778,0.0293941306965366","1.25517362562577,1.01660357658473,0.41121052091302,0.0193133189272196","3.48895613074684,0.866973421023431,0.927259792594662,0.052617872759882","3.99959028623747,0.967790179491512,0.712336912547369,0.00899935978548391","2.2136633524842,0.982127745390799,0.588118769076308,0.0115722790923171","1.7732643041444,0.535557108972795,1.04503934314133,0.0208324601576925","3.37181551739785,0.959710334887463,0.632526902756317,0.0478352207612961","2.82237426609418,1.01114085191453,0.432097712824071,0.0930331720835956","5.13230494095609,0.959323068609104,0.762083506593003,0.0584211349724632","2.53110739117556,0.990468687592387,0.587161465578069,0.0373272193727042","3.98954413960104,0.9368442393947,0.814479239625498,0.0252037081412745","2.43054763283257,0.944211975292811,0.395727021458088,0.0866402182908506","2.1568181269988,0.987422236383224,0.547473861782034,0.0214046992918436","2.701863827343,0.973293032050544,0.641664801847081,0.0345680567129216","2.35201325048837,0.685205093054289,0.742531686132045,0.0808487395037845",FALSE,TRUE,",Wildfire"
"69","2.5,0.8,0.9,0.001","L-BFGS-B",0,-86101.8221161908,-87249.4472762983,"3.23473193956522,0.940903571854387,0.630119888431929,0.0491137680691009","4.78926786951245,0.96868273527495,0.649669376838131,0.0902070571932841","3.60737167573286,0.983659650231347,0.660100478055851,0.0426069853900069","2.94806015158474,0.974681624493676,0.659440755631778,0.0293941306965366","1.25517362562577,1.01660357658473,0.41121052091302,0.0193133189272196","3.48895613074684,0.866973421023431,0.927259792594662,0.052617872759882","3.99959028623747,0.967790179491512,0.712336912547369,0.00899935978548391","2.2136633524842,0.982127745390799,0.588118769076308,0.0115722790923171","1.7732643041444,0.535557108972795,1.04503934314133,0.0208324601576925","3.37181551739785,0.959710334887463,0.632526902756317,0.0478352207612961","2.82237426609418,1.01114085191453,0.432097712824071,0.0930331720835956","5.13230494095609,0.959323068609104,0.762083506593003,0.0584211349724632","2.53110739117556,0.990468687592387,0.587161465578069,0.0373272193727042","3.98954413960104,0.9368442393947,0.814479239625498,0.0252037081412745","2.43054763283257,0.944211975292811,0.395727021458088,0.0866402182908506","2.1568181269988,0.987422236383224,0.547473861782034,0.0214046992918436","2.701863827343,0.973293032050544,0.641664801847081,0.0345680567129216","2.35201325048837,0.685205093054289,0.742531686132045,0.0808487395037845",FALSE,TRUE,",Wildfire"
"70","4,0.5,0.8,9e-04","L-BFGS-B",0,-86106.1749969269,-87249.4472762983,"3.23473193956522,0.940903571854387,0.630119888431929,0.0491137680691009","4.78926786951245,0.96868273527495,0.649669376838131,0.0902070571932841","3.60737167573286,0.983659650231347,0.660100478055851,0.0426069853900069","2.94806015158474,0.974681624493676,0.659440755631778,0.0293941306965366","1.25517362562577,1.01660357658473,0.41121052091302,0.0193133189272196","3.48895613074684,0.866973421023431,0.927259792594662,0.052617872759882","3.99959028623747,0.967790179491512,0.712336912547369,0.00899935978548391","2.2136633524842,0.982127745390799,0.588118769076308,0.0115722790923171","1.7732643041444,0.535557108972795,1.04503934314133,0.0208324601576925","3.37181551739785,0.959710334887463,0.632526902756317,0.0478352207612961","2.82237426609418,1.01114085191453,0.432097712824071,0.0930331720835956","5.13230494095609,0.959323068609104,0.762083506593003,0.0584211349724632","2.53110739117556,0.990468687592387,0.587161465578069,0.0373272193727042","3.98954413960104,0.9368442393947,0.814479239625498,0.0252037081412745","2.43054763283257,0.944211975292811,0.395727021458088,0.0866402182908506","2.1568181269988,0.987422236383224,0.547473861782034,0.0214046992918436","2.701863827343,0.973293032050544,0.641664801847081,0.0345680567129216","2.35201325048837,0.685205093054289,0.742531686132045,0.0808487395037845",FALSE,TRUE,",Wildfire"
"71","4,0.5,0.8,9e-04","L-BFGS-B",0,-86106.1724566625,-87249.4472762983,"3.23473193956522,0.940903571854387,0.630119888431929,0.0491137680691009","4.78926786951245,0.96868273527495,0.649669376838131,0.0902070571932841","3.60737167573286,0.983659650231347,0.660100478055851,0.0426069853900069","2.94806015158474,0.974681624493676,0.659440755631778,0.0293941306965366","1.25517362562577,1.01660357658473,0.41121052091302,0.0193133189272196","3.48895613074684,0.866973421023431,0.927259792594662,0.052617872759882","3.99959028623747,0.967790179491512,0.712336912547369,0.00899935978548391","2.2136633524842,0.982127745390799,0.588118769076308,0.0115722790923171","1.7732643041444,0.535557108972795,1.04503934314133,0.0208324601576925","3.37181551739785,0.959710334887463,0.632526902756317,0.0478352207612961","2.82237426609418,1.01114085191453,0.432097712824071,0.0930331720835956","5.13230494095609,0.959323068609104,0.762083506593003,0.0584211349724632","2.53110739117556,0.990468687592387,0.587161465578069,0.0373272193727042","3.98954413960104,0.9368442393947,0.814479239625498,0.0252037081412745","2.43054763283257,0.944211975292811,0.395727021458088,0.0866402182908506","2.1568181269988,0.987422236383224,0.547473861782034,0.0214046992918436","2.701863827343,0.973293032050544,0.641664801847081,0.0345680567129216","2.35201325048837,0.685205093054289,0.742531686132045,0.0808487395037845",FALSE,TRUE,",Wildfire"
"72","4,0.5,0.8,9e-04","L-BFGS-B",0,-86101.8221161908,-87249.4472762983,"3.23473193956522,0.940903571854387,0.630119888431929,0.0491137680691009","4.78926786951245,0.96868273527495,0.649669376838131,0.0902070571932841","3.60737167573286,0.983659650231347,0.660100478055851,0.0426069853900069","2.94806015158474,0.974681624493676,0.659440755631778,0.0293941306965366","1.25517362562577,1.01660357658473,0.41121052091302,0.0193133189272196","3.48895613074684,0.866973421023431,0.927259792594662,0.052617872759882","3.99959028623747,0.967790179491512,0.712336912547369,0.00899935978548391","2.2136633524842,0.982127745390799,0.588118769076308,0.0115722790923171","1.7732643041444,0.535557108972795,1.04503934314133,0.0208324601576925","3.37181551739785,0.959710334887463,0.632526902756317,0.0478352207612961","2.82237426609418,1.01114085191453,0.432097712824071,0.0930331720835956","5.13230494095609,0.959323068609104,0.762083506593003,0.0584211349724632","2.53110739117556,0.990468687592387,0.587161465578069,0.0373272193727042","3.98954413960104,0.9368442393947,0.814479239625498,0.0252037081412745","2.43054763283257,0.944211975292811,0.395727021458088,0.0866402182908506","2.1568181269988,0.987422236383224,0.547473861782034,0.0214046992918436","2.701863827343,0.973293032050544,0.641664801847081,0.0345680567129216","2.35201325048837,0.685205093054289,0.742531686132045,0.0808487395037845",FALSE,TRUE,",Wildfire"
"73","2.04806679524682,0.997001628679229,0.618510030987695,0.00145509133473723","L-BFGS-B",0,-86106.1749969269,-87249.4472762983,"3.23473193956522,0.940903571854387,0.630119888431929,0.0491137680691009","4.78926786951245,0.96868273527495,0.649669376838131,0.0902070571932841","3.60737167573286,0.983659650231347,0.660100478055851,0.0426069853900069","2.94806015158474,0.974681624493676,0.659440755631778,0.0293941306965366","1.25517362562577,1.01660357658473,0.41121052091302,0.0193133189272196","3.48895613074684,0.866973421023431,0.927259792594662,0.052617872759882","3.99959028623747,0.967790179491512,0.712336912547369,0.00899935978548391","2.2136633524842,0.982127745390799,0.588118769076308,0.0115722790923171","1.7732643041444,0.535557108972795,1.04503934314133,0.0208324601576925","3.37181551739785,0.959710334887463,0.632526902756317,0.0478352207612961","2.82237426609418,1.01114085191453,0.432097712824071,0.0930331720835956","5.13230494095609,0.959323068609104,0.762083506593003,0.0584211349724632","2.53110739117556,0.990468687592387,0.587161465578069,0.0373272193727042","3.98954413960104,0.9368442393947,0.814479239625498,0.0252037081412745","2.43054763283257,0.944211975292811,0.395727021458088,0.0866402182908506","2.1568181269988,0.987422236383224,0.547473861782034,0.0214046992918436","2.701863827343,0.973293032050544,0.641664801847081,0.0345680567129216","2.35201325048837,0.685205093054289,0.742531686132045,0.0808487395037845",FALSE,TRUE,",Wildfire"
"74","2.04806679524682,0.997001628679229,0.618510030987695,0.00145509133473723","L-BFGS-B",0,-86106.1724566625,-87249.4472762983,"3.23473193956522,0.940903571854387,0.630119888431929,0.0491137680691009","4.78926786951245,0.96868273527495,0.649669376838131,0.0902070571932841","3.60737167573286,0.983659650231347,0.660100478055851,0.0426069853900069","2.94806015158474,0.974681624493676,0.659440755631778,0.0293941306965366","1.25517362562577,1.01660357658473,0.41121052091302,0.0193133189272196","3.48895613074684,0.866973421023431,0.927259792594662,0.052617872759882","3.99959028623747,0.967790179491512,0.712336912547369,0.00899935978548391","2.2136633524842,0.982127745390799,0.588118769076308,0.0115722790923171","1.7732643041444,0.535557108972795,1.04503934314133,0.0208324601576925","3.37181551739785,0.959710334887463,0.632526902756317,0.0478352207612961","2.82237426609418,1.01114085191453,0.432097712824071,0.0930331720835956","5.13230494095609,0.959323068609104,0.762083506593003,0.0584211349724632","2.53110739117556,0.990468687592387,0.587161465578069,0.0373272193727042","3.98954413960104,0.9368442393947,0.814479239625498,0.0252037081412745","2.43054763283257,0.944211975292811,0.395727021458088,0.0866402182908506","2.1568181269988,0.987422236383224,0.547473861782034,0.0214046992918436","2.701863827343,0.973293032050544,0.641664801847081,0.0345680567129216","2.35201325048837,0.685205093054289,0.742531686132045,0.0808487395037845",FALSE,TRUE,",Wildfire"
"75","2.04806679524682,0.997001628679229,0.618510030987695,0.00145509133473723","L-BFGS-B",0,-86101.8221161908,-87249.4472762983,"3.23473193956522,0.940903571854387,0.630119888431929,0.0491137680691009","4.78926786951245,0.96868273527495,0.649669376838131,0.0902070571932841","3.60737167573286,0.983659650231347,0.660100478055851,0.0426069853900069","2.94806015158474,0.974681624493676,0.659440755631778,0.0293941306965366","1.25517362562577,1.01660357658473,0.41121052091302,0.0193133189272196","3.48895613074684,0.866973421023431,0.927259792594662,0.052617872759882","3.99959028623747,0.967790179491512,0.712336912547369,0.00899935978548391","2.2136633524842,0.982127745390799,0.588118769076308,0.0115722790923171","1.7732643041444,0.535557108972795,1.04503934314133,0.0208324601576925","3.37181551739785,0.959710334887463,0.632526902756317,0.0478352207612961","2.82237426609418,1.01114085191453,0.432097712824071,0.0930331720835956","5.13230494095609,0.959323068609104,0.762083506593003,0.0584211349724632","2.53110739117556,0.990468687592387,0.587161465578069,0.0373272193727042","3.98954413960104,0.9368442393947,0.814479239625498,0.0252037081412745","2.43054763283257,0.944211975292811,0.395727021458088,0.0866402182908506","2.1568181269988,0.987422236383224,0.547473861782034,0.0214046992918436","2.701863827343,0.973293032050544,0.641664801847081,0.0345680567129216","2.35201325048837,0.685205093054289,0.742531686132045,0.0808487395037845",FALSE,TRUE,",Wildfire"
"76","1.416,0.984,0.444,0.101","L-BFGS-B",0,-86106.1749969269,-87249.4472762983,"3.23473193956522,0.940903571854387,0.630119888431929,0.0491137680691009","4.78926786951245,0.96868273527495,0.649669376838131,0.0902070571932841","3.60737167573286,0.983659650231347,0.660100478055851,0.0426069853900069","2.94806015158474,0.974681624493676,0.659440755631778,0.0293941306965366","1.25517362562577,1.01660357658473,0.41121052091302,0.0193133189272196","3.48895613074684,0.866973421023431,0.927259792594662,0.052617872759882","3.99959028623747,0.967790179491512,0.712336912547369,0.00899935978548391","2.2136633524842,0.982127745390799,0.588118769076308,0.0115722790923171","1.7732643041444,0.535557108972795,1.04503934314133,0.0208324601576925","3.37181551739785,0.959710334887463,0.632526902756317,0.0478352207612961","2.82237426609418,1.01114085191453,0.432097712824071,0.0930331720835956","5.13230494095609,0.959323068609104,0.762083506593003,0.0584211349724632","2.53110739117556,0.990468687592387,0.587161465578069,0.0373272193727042","3.98954413960104,0.9368442393947,0.814479239625498,0.0252037081412745","2.43054763283257,0.944211975292811,0.395727021458088,0.0866402182908506","2.1568181269988,0.987422236383224,0.547473861782034,0.0214046992918436","2.701863827343,0.973293032050544,0.641664801847081,0.0345680567129216","2.35201325048837,0.685205093054289,0.742531686132045,0.0808487395037845",FALSE,TRUE,",Wildfire"
"77","1.416,0.984,0.444,0.101","L-BFGS-B",0,-86106.1724566625,-87249.4472762983,"3.23473193956522,0.940903571854387,0.630119888431929,0.0491137680691009","4.78926786951245,0.96868273527495,0.649669376838131,0.0902070571932841","3.60737167573286,0.983659650231347,0.660100478055851,0.0426069853900069","2.94806015158474,0.974681624493676,0.659440755631778,0.0293941306965366","1.25517362562577,1.01660357658473,0.41121052091302,0.0193133189272196","3.48895613074684,0.866973421023431,0.927259792594662,0.052617872759882","3.99959028623747,0.967790179491512,0.712336912547369,0.00899935978548391","2.2136633524842,0.982127745390799,0.588118769076308,0.0115722790923171","1.7732643041444,0.535557108972795,1.04503934314133,0.0208324601576925","3.37181551739785,0.959710334887463,0.632526902756317,0.0478352207612961","2.82237426609418,1.01114085191453,0.432097712824071,0.0930331720835956","5.13230494095609,0.959323068609104,0.762083506593003,0.0584211349724632","2.53110739117556,0.990468687592387,0.587161465578069,0.0373272193727042","3.98954413960104,0.9368442393947,0.814479239625498,0.0252037081412745","2.43054763283257,0.944211975292811,0.395727021458088,0.0866402182908506","2.1568181269988,0.987422236383224,0.547473861782034,0.0214046992918436","2.701863827343,0.973293032050544,0.641664801847081,0.0345680567129216","2.35201325048837,0.685205093054289,0.742531686132045,0.0808487395037845",FALSE,TRUE,",Wildfire"
"78","1.416,0.984,0.444,0.101","L-BFGS-B",0,-86101.8221161908,-87249.4472762983,"3.23473193956522,0.940903571854387,0.630119888431929,0.0491137680691009","4.78926786951245,0.96868273527495,0.649669376838131,0.0902070571932841","3.60737167573286,0.983659650231347,0.660100478055851,0.0426069853900069","2.94806015158474,0.974681624493676,0.659440755631778,0.0293941306965366","1.25517362562577,1.01660357658473,0.41121052091302,0.0193133189272196","3.48895613074684,0.866973421023431,0.927259792594662,0.052617872759882","3.99959028623747,0.967790179491512,0.712336912547369,0.00899935978548391","2.2136633524842,0.982127745390799,0.588118769076308,0.0115722790923171","1.7732643041444,0.535557108972795,1.04503934314133,0.0208324601576925","3.37181551739785,0.959710334887463,0.632526902756317,0.0478352207612961","2.82237426609418,1.01114085191453,0.432097712824071,0.0930331720835956","5.13230494095609,0.959323068609104,0.762083506593003,0.0584211349724632","2.53110739117556,0.990468687592387,0.587161465578069,0.0373272193727042","3.98954413960104,0.9368442393947,0.814479239625498,0.0252037081412745","2.43054763283257,0.944211975292811,0.395727021458088,0.0866402182908506","2.1568181269988,0.987422236383224,0.547473861782034,0.0214046992918436","2.701863827343,0.973293032050544,0.641664801847081,0.0345680567129216","2.35201325048837,0.685205093054289,0.742531686132045,0.0808487395037845",FALSE,TRUE,",Wildfire"
"79","5e-04,0.5,1,1","L-BFGS-B",0,-86106.1749969269,-87249.4472762983,"3.23473193956522,0.940903571854387,0.630119888431929,0.0491137680691009","4.78926786951245,0.96868273527495,0.649669376838131,0.0902070571932841","3.60737167573286,0.983659650231347,0.660100478055851,0.0426069853900069","2.94806015158474,0.974681624493676,0.659440755631778,0.0293941306965366","1.25517362562577,1.01660357658473,0.41121052091302,0.0193133189272196","3.48895613074684,0.866973421023431,0.927259792594662,0.052617872759882","3.99959028623747,0.967790179491512,0.712336912547369,0.00899935978548391","2.2136633524842,0.982127745390799,0.588118769076308,0.0115722790923171","1.7732643041444,0.535557108972795,1.04503934314133,0.0208324601576925","3.37181551739785,0.959710334887463,0.632526902756317,0.0478352207612961","2.82237426609418,1.01114085191453,0.432097712824071,0.0930331720835956","5.13230494095609,0.959323068609104,0.762083506593003,0.0584211349724632","2.53110739117556,0.990468687592387,0.587161465578069,0.0373272193727042","3.98954413960104,0.9368442393947,0.814479239625498,0.0252037081412745","2.43054763283257,0.944211975292811,0.395727021458088,0.0866402182908506","2.1568181269988,0.987422236383224,0.547473861782034,0.0214046992918436","2.701863827343,0.973293032050544,0.641664801847081,0.0345680567129216","2.35201325048837,0.685205093054289,0.742531686132045,0.0808487395037845",FALSE,TRUE,",Wildfire"
"80","5e-04,0.5,1,1","L-BFGS-B",0,-86106.1724566625,-87249.4472762983,"3.23473193956522,0.940903571854387,0.630119888431929,0.0491137680691009","4.78926786951245,0.96868273527495,0.649669376838131,0.0902070571932841","3.60737167573286,0.983659650231347,0.660100478055851,0.0426069853900069","2.94806015158474,0.974681624493676,0.659440755631778,0.0293941306965366","1.25517362562577,1.01660357658473,0.41121052091302,0.0193133189272196","3.48895613074684,0.866973421023431,0.927259792594662,0.052617872759882","3.99959028623747,0.967790179491512,0.712336912547369,0.00899935978548391","2.2136633524842,0.982127745390799,0.588118769076308,0.0115722790923171","1.7732643041444,0.535557108972795,1.04503934314133,0.0208324601576925","3.37181551739785,0.959710334887463,0.632526902756317,0.0478352207612961","2.82237426609418,1.01114085191453,0.432097712824071,0.0930331720835956","5.13230494095609,0.959323068609104,0.762083506593003,0.0584211349724632","2.53110739117556,0.990468687592387,0.587161465578069,0.0373272193727042","3.98954413960104,0.9368442393947,0.814479239625498,0.0252037081412745","2.43054763283257,0.944211975292811,0.395727021458088,0.0866402182908506","2.1568181269988,0.987422236383224,0.547473861782034,0.0214046992918436","2.701863827343,0.973293032050544,0.641664801847081,0.0345680567129216","2.35201325048837,0.685205093054289,0.742531686132045,0.0808487395037845",FALSE,TRUE,",Wildfire"
"81","5e-04,0.5,1,1","L-BFGS-B",0,-86101.8221161908,-87249.4472762983,"3.23473193956522,0.940903571854387,0.630119888431929,0.0491137680691009","4.78926786951245,0.96868273527495,0.649669376838131,0.0902070571932841","3.60737167573286,0.983659650231347,0.660100478055851,0.0426069853900069","2.94806015158474,0.974681624493676,0.659440755631778,0.0293941306965366","1.25517362562577,1.01660357658473,0.41121052091302,0.0193133189272196","3.48895613074684,0.866973421023431,0.927259792594662,0.052617872759882","3.99959028623747,0.967790179491512,0.712336912547369,0.00899935978548391","2.2136633524842,0.982127745390799,0.588118769076308,0.0115722790923171","1.7732643041444,0.535557108972795,1.04503934314133,0.0208324601576925","3.37181551739785,0.959710334887463,0.632526902756317,0.0478352207612961","2.82237426609418,1.01114085191453,0.432097712824071,0.0930331720835956","5.13230494095609,0.959323068609104,0.762083506593003,0.0584211349724632","2.53110739117556,0.990468687592387,0.587161465578069,0.0373272193727042","3.98954413960104,0.9368442393947,0.814479239625498,0.0252037081412745","2.43054763283257,0.944211975292811,0.395727021458088,0.0866402182908506","2.1568181269988,0.987422236383224,0.547473861782034,0.0214046992918436","2.701863827343,0.973293032050544,0.641664801847081,0.0345680567129216","2.35201325048837,0.685205093054289,0.742531686132045,0.0808487395037845",FALSE,TRUE,",Wildfire"
"82","2.5,1,1,1","L-BFGS-B",0,-86106.1749969269,-87249.4472762983,"3.23473193956522,0.940903571854387,0.630119888431929,0.0491137680691009","4.78926786951245,0.96868273527495,0.649669376838131,0.0902070571932841","3.60737167573286,0.983659650231347,0.660100478055851,0.0426069853900069","2.94806015158474,0.974681624493676,0.659440755631778,0.0293941306965366","1.25517362562577,1.01660357658473,0.41121052091302,0.0193133189272196","3.48895613074684,0.866973421023431,0.927259792594662,0.052617872759882","3.99959028623747,0.967790179491512,0.712336912547369,0.00899935978548391","2.2136633524842,0.982127745390799,0.588118769076308,0.0115722790923171","1.7732643041444,0.535557108972795,1.04503934314133,0.0208324601576925","3.37181551739785,0.959710334887463,0.632526902756317,0.0478352207612961","2.82237426609418,1.01114085191453,0.432097712824071,0.0930331720835956","5.13230494095609,0.959323068609104,0.762083506593003,0.0584211349724632","2.53110739117556,0.990468687592387,0.587161465578069,0.0373272193727042","3.98954413960104,0.9368442393947,0.814479239625498,0.0252037081412745","2.43054763283257,0.944211975292811,0.395727021458088,0.0866402182908506","2.1568181269988,0.987422236383224,0.547473861782034,0.0214046992918436","2.701863827343,0.973293032050544,0.641664801847081,0.0345680567129216","2.35201325048837,0.685205093054289,0.742531686132045,0.0808487395037845",FALSE,TRUE,",Wildfire"
