"","ic","method","pval","null_l","tmt_l","unknown_param","other_mechanical_param","prescribed_fire_param","wildfire_param","thinning_param","herbicide_param","clearcut_param","all_converge","valid_subset","failed_converge_names"
"206","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","BFGS",0,-66948.3964568531,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"207","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","BFGS",0,-66948.3951824432,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"208","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","BFGS",0,-66948.3961117039,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"209","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","BFGS",0,-66948.3953244185,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"210","3,0.7,1,7e-04","BFGS",0,-54595.8411806081,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"211","3,0.7,1,7e-04","BFGS",0,-66851.2948267197,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"212","3,0.7,1,7e-04","BFGS",0,-66947.7503646205,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"213","3,0.7,1,7e-04","BFGS",0,-66694.5214238455,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"214","3,0.7,1,7e-04","BFGS",0,-66944.5835966122,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"215","3,0.7,1,7e-04","BFGS",0,-66948.3955521707,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"216","3,0.7,1,7e-04","BFGS",0,-65693.1198438367,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"217","3,0.7,1,7e-04","BFGS",0,-66948.3967980458,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"218","3,0.7,1,7e-04","BFGS",0,-66948.3965866467,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"219","3,0.7,1,7e-04","BFGS",0,-66948.3960066695,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"220","3,0.7,1,7e-04","BFGS",0,2000,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"221","3,0.7,1,7e-04","BFGS",0,-66948.3963538568,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"222","3,0.7,1,7e-04","BFGS",0,-66948.3952169248,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"223","3,0.7,1,7e-04","BFGS",0,-66948.3952387782,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"224","3,0.7,1,7e-04","BFGS",0,-66948.3965609659,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"225","3,0.7,1,7e-04","BFGS",0,-66948.3964568531,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"226","3,0.7,1,7e-04","BFGS",0,-66948.3951824432,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"227","3,0.7,1,7e-04","BFGS",0,-66948.3961117039,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"228","3,0.7,1,7e-04","BFGS",0,-66948.3953244185,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"229","2.5,0.8,0.9,0.001","BFGS",0,-54595.8411806081,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"230","2.5,0.8,0.9,0.001","BFGS",0,-66851.2948267197,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"231","2.5,0.8,0.9,0.001","BFGS",0,-66947.7503646205,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"232","2.5,0.8,0.9,0.001","BFGS",0,-66694.5214238455,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
