"","ic","method","pval","null_l","tmt_l","unknown_param_or","other_mechanical_param_or","prescribed_fire_param_or","wildfire_param_or","thinning_param_or","herbicide_param_or","clearcut_param_or","unknown_param_fl","other_mechanical_param_fl","prescribed_fire_param_fl","wildfire_param_fl","thinning_param_fl","herbicide_param_fl","clearcut_param_fl","all_converge","valid_subset","failed_converge_names"
"78","1.416,0.984,0.444,0.101","L-BFGS-B",1,-69473.8616758741,-34495.2279253246,"3.38741098291556,0.95588416941915,0.638416134744564,0.0474566699444867","2.83830929041852,1.00124700506728,0.448083706933646,0.0917454243904523","3.52971788249704,0.959548853493532,0.717868585306562,0.0314720395321536","2.59443010920453,0.987397339923466,0.608427965482173,0.0330554157803707","3.54857395668619,0.941574766873979,0.773162032236554,0.0251615726533903","4.01075629804354,0.728120989618074,0.887523495799426,-0.441142241068293","2.15596302278661,0.987440110604965,0.547334404868151,0.0213993038493972","3.25364503484258,0.938831881048998,0.635488916764208,0.0486504150992806","2.87335612345675,0.954043139806192,0.642680726526701,0.0618475882260404","4.02630604433436,0.969489220181713,0.741570300653281,0.0333310657164829","3.01825655158417,0.963563886733406,0.691379619717099,0.0293468205273128","4.00431715909202,0.920130171088128,0.927062208466926,0.0165200736746836","4.10967750050763,0.797519319726449,1.18907096153168,0.0617069640407876","4.01456321293854,0.962635813864041,0.72833405249265,0.00939637935673681",FALSE,TRUE,""
"79","5e-04,0.5,1,1","L-BFGS-B",1,-78590.3218936231,-34495.2279253246,"3.38741098291556,0.95588416941915,0.638416134744564,0.0474566699444867","2.83830929041852,1.00124700506728,0.448083706933646,0.0917454243904523","3.52971788249704,0.959548853493532,0.717868585306562,0.0314720395321536","2.59443010920453,0.987397339923466,0.608427965482173,0.0330554157803707","3.54857395668619,0.941574766873979,0.773162032236554,0.0251615726533903","4.01075629804354,0.728120989618074,0.887523495799426,-0.441142241068293","2.15596302278661,0.987440110604965,0.547334404868151,0.0213993038493972","3.25364503484258,0.938831881048998,0.635488916764208,0.0486504150992806","2.87335612345675,0.954043139806192,0.642680726526701,0.0618475882260404","4.02630604433436,0.969489220181713,0.741570300653281,0.0333310657164829","3.01825655158417,0.963563886733406,0.691379619717099,0.0293468205273128","4.00431715909202,0.920130171088128,0.927062208466926,0.0165200736746836","4.10967750050763,0.797519319726449,1.18907096153168,0.0617069640407876","4.01456321293854,0.962635813864041,0.72833405249265,0.00939637935673681",FALSE,TRUE,""
"80","5e-04,0.5,1,1","L-BFGS-B",1,-69478.2446614625,-34495.2279253246,"3.38741098291556,0.95588416941915,0.638416134744564,0.0474566699444867","2.83830929041852,1.00124700506728,0.448083706933646,0.0917454243904523","3.52971788249704,0.959548853493532,0.717868585306562,0.0314720395321536","2.59443010920453,0.987397339923466,0.608427965482173,0.0330554157803707","3.54857395668619,0.941574766873979,0.773162032236554,0.0251615726533903","4.01075629804354,0.728120989618074,0.887523495799426,-0.441142241068293","2.15596302278661,0.987440110604965,0.547334404868151,0.0213993038493972","3.25364503484258,0.938831881048998,0.635488916764208,0.0486504150992806","2.87335612345675,0.954043139806192,0.642680726526701,0.0618475882260404","4.02630604433436,0.969489220181713,0.741570300653281,0.0333310657164829","3.01825655158417,0.963563886733406,0.691379619717099,0.0293468205273128","4.00431715909202,0.920130171088128,0.927062208466926,0.0165200736746836","4.10967750050763,0.797519319726449,1.18907096153168,0.0617069640407876","4.01456321293854,0.962635813864041,0.72833405249265,0.00939637935673681",FALSE,TRUE,""
"81","5e-04,0.5,1,1","L-BFGS-B",1,-69473.8616758741,-34495.2279253246,"3.38741098291556,0.95588416941915,0.638416134744564,0.0474566699444867","2.83830929041852,1.00124700506728,0.448083706933646,0.0917454243904523","3.52971788249704,0.959548853493532,0.717868585306562,0.0314720395321536","2.59443010920453,0.987397339923466,0.608427965482173,0.0330554157803707","3.54857395668619,0.941574766873979,0.773162032236554,0.0251615726533903","4.01075629804354,0.728120989618074,0.887523495799426,-0.441142241068293","2.15596302278661,0.987440110604965,0.547334404868151,0.0213993038493972","3.25364503484258,0.938831881048998,0.635488916764208,0.0486504150992806","2.87335612345675,0.954043139806192,0.642680726526701,0.0618475882260404","4.02630604433436,0.969489220181713,0.741570300653281,0.0333310657164829","3.01825655158417,0.963563886733406,0.691379619717099,0.0293468205273128","4.00431715909202,0.920130171088128,0.927062208466926,0.0165200736746836","4.10967750050763,0.797519319726449,1.18907096153168,0.0617069640407876","4.01456321293854,0.962635813864041,0.72833405249265,0.00939637935673681",FALSE,TRUE,""
"82","2.5,1,1,1","L-BFGS-B",1,-78590.3218936231,-34495.2279253246,"3.38741098291556,0.95588416941915,0.638416134744564,0.0474566699444867","2.83830929041852,1.00124700506728,0.448083706933646,0.0917454243904523","3.52971788249704,0.959548853493532,0.717868585306562,0.0314720395321536","2.59443010920453,0.987397339923466,0.608427965482173,0.0330554157803707","3.54857395668619,0.941574766873979,0.773162032236554,0.0251615726533903","4.01075629804354,0.728120989618074,0.887523495799426,-0.441142241068293","2.15596302278661,0.987440110604965,0.547334404868151,0.0213993038493972","3.25364503484258,0.938831881048998,0.635488916764208,0.0486504150992806","2.87335612345675,0.954043139806192,0.642680726526701,0.0618475882260404","4.02630604433436,0.969489220181713,0.741570300653281,0.0333310657164829","3.01825655158417,0.963563886733406,0.691379619717099,0.0293468205273128","4.00431715909202,0.920130171088128,0.927062208466926,0.0165200736746836","4.10967750050763,0.797519319726449,1.18907096153168,0.0617069640407876","4.01456321293854,0.962635813864041,0.72833405249265,0.00939637935673681",FALSE,TRUE,""
"83","2.5,1,1,1","L-BFGS-B",1,-69478.2446614625,-34495.2279253246,"3.38741098291556,0.95588416941915,0.638416134744564,0.0474566699444867","2.83830929041852,1.00124700506728,0.448083706933646,0.0917454243904523","3.52971788249704,0.959548853493532,0.717868585306562,0.0314720395321536","2.59443010920453,0.987397339923466,0.608427965482173,0.0330554157803707","3.54857395668619,0.941574766873979,0.773162032236554,0.0251615726533903","4.01075629804354,0.728120989618074,0.887523495799426,-0.441142241068293","2.15596302278661,0.987440110604965,0.547334404868151,0.0213993038493972","3.25364503484258,0.938831881048998,0.635488916764208,0.0486504150992806","2.87335612345675,0.954043139806192,0.642680726526701,0.0618475882260404","4.02630604433436,0.969489220181713,0.741570300653281,0.0333310657164829","3.01825655158417,0.963563886733406,0.691379619717099,0.0293468205273128","4.00431715909202,0.920130171088128,0.927062208466926,0.0165200736746836","4.10967750050763,0.797519319726449,1.18907096153168,0.0617069640407876","4.01456321293854,0.962635813864041,0.72833405249265,0.00939637935673681",FALSE,TRUE,""
"84","2.5,1,1,1","L-BFGS-B",1,-69473.8616758741,-34495.2279253246,"3.38741098291556,0.95588416941915,0.638416134744564,0.0474566699444867","2.83830929041852,1.00124700506728,0.448083706933646,0.0917454243904523","3.52971788249704,0.959548853493532,0.717868585306562,0.0314720395321536","2.59443010920453,0.987397339923466,0.608427965482173,0.0330554157803707","3.54857395668619,0.941574766873979,0.773162032236554,0.0251615726533903","4.01075629804354,0.728120989618074,0.887523495799426,-0.441142241068293","2.15596302278661,0.987440110604965,0.547334404868151,0.0213993038493972","3.25364503484258,0.938831881048998,0.635488916764208,0.0486504150992806","2.87335612345675,0.954043139806192,0.642680726526701,0.0618475882260404","4.02630604433436,0.969489220181713,0.741570300653281,0.0333310657164829","3.01825655158417,0.963563886733406,0.691379619717099,0.0293468205273128","4.00431715909202,0.920130171088128,0.927062208466926,0.0165200736746836","4.10967750050763,0.797519319726449,1.18907096153168,0.0617069640407876","4.01456321293854,0.962635813864041,0.72833405249265,0.00939637935673681",FALSE,TRUE,""
"85","4,0.94,0.7029,0.0546","L-BFGS-B",1,-78590.3218936231,-34495.2279253246,"3.38741098291556,0.95588416941915,0.638416134744564,0.0474566699444867","2.83830929041852,1.00124700506728,0.448083706933646,0.0917454243904523","3.52971788249704,0.959548853493532,0.717868585306562,0.0314720395321536","2.59443010920453,0.987397339923466,0.608427965482173,0.0330554157803707","3.54857395668619,0.941574766873979,0.773162032236554,0.0251615726533903","4.01075629804354,0.728120989618074,0.887523495799426,-0.441142241068293","2.15596302278661,0.987440110604965,0.547334404868151,0.0213993038493972","3.25364503484258,0.938831881048998,0.635488916764208,0.0486504150992806","2.87335612345675,0.954043139806192,0.642680726526701,0.0618475882260404","4.02630604433436,0.969489220181713,0.741570300653281,0.0333310657164829","3.01825655158417,0.963563886733406,0.691379619717099,0.0293468205273128","4.00431715909202,0.920130171088128,0.927062208466926,0.0165200736746836","4.10967750050763,0.797519319726449,1.18907096153168,0.0617069640407876","4.01456321293854,0.962635813864041,0.72833405249265,0.00939637935673681",FALSE,TRUE,""
"86","4,0.94,0.7029,0.0546","L-BFGS-B",1,-69478.2446614625,-34495.2279253246,"3.38741098291556,0.95588416941915,0.638416134744564,0.0474566699444867","2.83830929041852,1.00124700506728,0.448083706933646,0.0917454243904523","3.52971788249704,0.959548853493532,0.717868585306562,0.0314720395321536","2.59443010920453,0.987397339923466,0.608427965482173,0.0330554157803707","3.54857395668619,0.941574766873979,0.773162032236554,0.0251615726533903","4.01075629804354,0.728120989618074,0.887523495799426,-0.441142241068293","2.15596302278661,0.987440110604965,0.547334404868151,0.0213993038493972","3.25364503484258,0.938831881048998,0.635488916764208,0.0486504150992806","2.87335612345675,0.954043139806192,0.642680726526701,0.0618475882260404","4.02630604433436,0.969489220181713,0.741570300653281,0.0333310657164829","3.01825655158417,0.963563886733406,0.691379619717099,0.0293468205273128","4.00431715909202,0.920130171088128,0.927062208466926,0.0165200736746836","4.10967750050763,0.797519319726449,1.18907096153168,0.0617069640407876","4.01456321293854,0.962635813864041,0.72833405249265,0.00939637935673681",FALSE,TRUE,""
"87","4,0.94,0.7029,0.0546","L-BFGS-B",1,-69473.8616758741,-34495.2279253246,"3.38741098291556,0.95588416941915,0.638416134744564,0.0474566699444867","2.83830929041852,1.00124700506728,0.448083706933646,0.0917454243904523","3.52971788249704,0.959548853493532,0.717868585306562,0.0314720395321536","2.59443010920453,0.987397339923466,0.608427965482173,0.0330554157803707","3.54857395668619,0.941574766873979,0.773162032236554,0.0251615726533903","4.01075629804354,0.728120989618074,0.887523495799426,-0.441142241068293","2.15596302278661,0.987440110604965,0.547334404868151,0.0213993038493972","3.25364503484258,0.938831881048998,0.635488916764208,0.0486504150992806","2.87335612345675,0.954043139806192,0.642680726526701,0.0618475882260404","4.02630604433436,0.969489220181713,0.741570300653281,0.0333310657164829","3.01825655158417,0.963563886733406,0.691379619717099,0.0293468205273128","4.00431715909202,0.920130171088128,0.927062208466926,0.0165200736746836","4.10967750050763,0.797519319726449,1.18907096153168,0.0617069640407876","4.01456321293854,0.962635813864041,0.72833405249265,0.00939637935673681",FALSE,TRUE,""
"88","4,1,1,1","L-BFGS-B",1,-78590.3218936231,-34495.2279253246,"3.38741098291556,0.95588416941915,0.638416134744564,0.0474566699444867","2.83830929041852,1.00124700506728,0.448083706933646,0.0917454243904523","3.52971788249704,0.959548853493532,0.717868585306562,0.0314720395321536","2.59443010920453,0.987397339923466,0.608427965482173,0.0330554157803707","3.54857395668619,0.941574766873979,0.773162032236554,0.0251615726533903","4.01075629804354,0.728120989618074,0.887523495799426,-0.441142241068293","2.15596302278661,0.987440110604965,0.547334404868151,0.0213993038493972","3.25364503484258,0.938831881048998,0.635488916764208,0.0486504150992806","2.87335612345675,0.954043139806192,0.642680726526701,0.0618475882260404","4.02630604433436,0.969489220181713,0.741570300653281,0.0333310657164829","3.01825655158417,0.963563886733406,0.691379619717099,0.0293468205273128","4.00431715909202,0.920130171088128,0.927062208466926,0.0165200736746836","4.10967750050763,0.797519319726449,1.18907096153168,0.0617069640407876","4.01456321293854,0.962635813864041,0.72833405249265,0.00939637935673681",FALSE,TRUE,""
"89","4,1,1,1","L-BFGS-B",1,-69478.2446614625,-34495.2279253246,"3.38741098291556,0.95588416941915,0.638416134744564,0.0474566699444867","2.83830929041852,1.00124700506728,0.448083706933646,0.0917454243904523","3.52971788249704,0.959548853493532,0.717868585306562,0.0314720395321536","2.59443010920453,0.987397339923466,0.608427965482173,0.0330554157803707","3.54857395668619,0.941574766873979,0.773162032236554,0.0251615726533903","4.01075629804354,0.728120989618074,0.887523495799426,-0.441142241068293","2.15596302278661,0.987440110604965,0.547334404868151,0.0213993038493972","3.25364503484258,0.938831881048998,0.635488916764208,0.0486504150992806","2.87335612345675,0.954043139806192,0.642680726526701,0.0618475882260404","4.02630604433436,0.969489220181713,0.741570300653281,0.0333310657164829","3.01825655158417,0.963563886733406,0.691379619717099,0.0293468205273128","4.00431715909202,0.920130171088128,0.927062208466926,0.0165200736746836","4.10967750050763,0.797519319726449,1.18907096153168,0.0617069640407876","4.01456321293854,0.962635813864041,0.72833405249265,0.00939637935673681",FALSE,TRUE,""
"90","4,1,1,1","L-BFGS-B",1,-69473.8616758741,-34495.2279253246,"3.38741098291556,0.95588416941915,0.638416134744564,0.0474566699444867","2.83830929041852,1.00124700506728,0.448083706933646,0.0917454243904523","3.52971788249704,0.959548853493532,0.717868585306562,0.0314720395321536","2.59443010920453,0.987397339923466,0.608427965482173,0.0330554157803707","3.54857395668619,0.941574766873979,0.773162032236554,0.0251615726533903","4.01075629804354,0.728120989618074,0.887523495799426,-0.441142241068293","2.15596302278661,0.987440110604965,0.547334404868151,0.0213993038493972","3.25364503484258,0.938831881048998,0.635488916764208,0.0486504150992806","2.87335612345675,0.954043139806192,0.642680726526701,0.0618475882260404","4.02630604433436,0.969489220181713,0.741570300653281,0.0333310657164829","3.01825655158417,0.963563886733406,0.691379619717099,0.0293468205273128","4.00431715909202,0.920130171088128,0.927062208466926,0.0165200736746836","4.10967750050763,0.797519319726449,1.18907096153168,0.0617069640407876","4.01456321293854,0.962635813864041,0.72833405249265,0.00939637935673681",FALSE,TRUE,""
